Geometry,Freq (Hz),Range,Time Slot (s),Channel,Channel Capacity,BER,
D,0.3,2,0.2,Rx1Tx1,1.4427e-11,0.0688019,
D,0.3,2,0.2,Rx2Tx0,1.4427e-11,0.0604982,
D,0.3,2,0.2,Rx2Tx1,0.0318171,0.0699881,
D,0.3,2,0.2,Rx3Tx0,1.4427e-11,0.0604982,
D,0.3,2,0.2,Rx3Tx1,1.4427e-11,0.0688019,
D,0.3,2,0.2,Rx4Tx0,1.4427e-11,0.0604982,
D,0.3,2,0.2,Rx4Tx1,1.4427e-11,0.0688019,
D,0.3,2,0.3,Rx0Tx0,0.0958856,0.203046,
D,0.3,2,0.3,Rx0Tx1,0.0462508,0.192893,
D,0.3,2,0.3,Rx1Tx0,0.0958856,0.203046,
D,0.3,2,0.3,Rx1Tx1,0.198539,0.199662,
D,0.3,2,0.3,Rx2Tx0,0.146798,0.204738,
D,0.3,2,0.3,Rx2Tx1,1.4427e-11,0.191201,
D,0.3,2,0.3,Rx3Tx0,0.0958856,0.201354,
D,0.3,2,0.3,Rx3Tx1,0.0958856,0.194585,
D,0.3,2,0.3,Rx4Tx0,0.146798,0.204738,
D,0.3,2,0.3,Rx4Tx1,1.4427e-11,0.191201,
D,0.3,2,0.4,Rx0Tx0,0.125624,0.332604,
D,0.3,2,0.4,Rx0Tx1,0.192277,0.330416,
D,0.3,2,0.4,Rx1Tx0,0.060624,0.326039,
D,0.3,2,0.4,Rx1Tx1,0.328524,0.334792,
D,0.3,2,0.4,Rx2Tx0,0.192277,0.339168,
D,0.3,2,0.4,Rx2Tx1,0.125624,0.326039,
D,0.3,2,0.4,Rx3Tx0,0.060624,0.330416,
D,0.3,2,0.4,Rx3Tx1,0.192277,0.328228,
D,0.3,2,0.4,Rx4Tx0,0.192277,0.328228,
D,0.3,2,0.4,Rx4Tx1,0.260001,0.326039,
D,0.3,2,0.5,Rx0Tx0,0.322603,0.416667,
D,0.3,2,0.5,Rx0Tx1,0.579747,0.475806,
D,0.3,2,0.5,Rx1Tx0,0.754161,0.422043,
D,0.3,2,0.5,Rx1Tx1,0.579747,0.454301,
D,0.3,2,0.5,Rx2Tx0,0.40758,0.427419,
D,0.3,2,0.5,Rx2Tx1,0.40758,0.47043,
D,0.3,2,0.5,Rx3Tx0,0.842042,0.430108,
D,0.3,2,0.5,Rx3Tx1,0.666711,0.456989,
D,0.3,2,0.5,Rx4Tx0,0.493339,0.422043,
D,0.3,2,0.5,Rx4Tx1,0.666711,0.473118,
D,0.3,2,0.6,Rx0Tx0,0.390517,0.506452,
D,0.3,2,0.6,Rx0Tx1,0.597098,0.503226,
D,0.3,2,0.6,Rx1Tx0,0.597098,0.525806,
D,0.3,2,0.6,Rx1Tx1,0.806841,0.516129,
D,0.3,2,0.6,Rx2Tx0,0.701636,0.541935,
D,0.3,2,0.6,Rx2Tx1,1.12571,0.541935,
D,0.3,2,0.6,Rx3Tx0,0.390517,0.53871,
D,0.3,2,0.6,Rx3Tx1,0.701636,0.532258,
D,0.3,2,0.6,Rx4Tx0,0.288871,0.53871,
D,0.3,2,0.6,Rx4Tx1,0.597098,0.532258,
D,0.3,2,0.7,Rx0Tx0,0.687322,0.523985,
D,0.3,2,0.7,Rx0Tx1,0.928681,0.553506,
D,0.3,2,0.7,Rx1Tx0,0.687322,0.505535,
D,0.3,2,0.7,Rx1Tx1,0.567915,0.512915,
D,0.3,2,0.7,Rx2Tx0,0.567915,0.501845,
D,0.3,2,0.7,Rx2Tx1,1.41892,0.560886,
D,0.3,2,0.7,Rx3Tx0,0.687322,0.523985,
D,0.3,2,0.7,Rx3Tx1,0.44958,0.520295,
D,0.3,2,0.7,Rx4Tx0,0.567915,0.523985,
D,0.3,2,0.7,Rx4Tx1,1.05041,0.560886,
D,0.3,2,0.8,Rx0Tx0,0.653468,0.518987,
D,0.3,2,0.8,Rx0Tx1,0.382752,0.489451,
D,0.3,2,0.8,Rx1Tx0,0.250232,0.518987,
D,0.3,2,0.8,Rx1Tx1,0.382752,0.518987,
D,0.3,2,0.8,Rx2Tx0,0.790821,0.518987,
D,0.3,2,0.8,Rx2Tx1,0.382752,0.493671,
D,0.3,2,0.8,Rx3Tx0,0.653468,0.506329,
D,0.3,2,0.8,Rx3Tx1,0.517341,0.49789,
D,0.3,2,0.8,Rx4Tx0,0.382752,0.49789,
D,0.3,2,0.8,Rx4Tx1,0.653468,0.510549,
D,0.3,2,0.9,Rx0Tx0,0.279873,0.460094,
D,0.3,2,0.9,Rx0Tx1,0.279873,0.441315,
D,0.3,2,0.9,Rx1Tx0,0.428049,0.43662,
D,0.3,2,0.9,Rx1Tx1,0.279873,0.413146,
D,0.3,2,0.9,Rx2Tx0,0.428049,0.483568,
D,0.3,2,0.9,Rx2Tx1,0.279873,0.460094,
D,0.3,2,0.9,Rx3Tx0,0.279873,0.408451,
D,0.3,2,0.9,Rx3Tx1,0.279873,0.389671,
D,0.3,2,0.9,Rx4Tx0,0.279873,0.483568,
D,0.3,2,0.9,Rx4Tx1,0.279873,0.474178,
D,0.3,2,1,Rx0Tx0,0.31035,0.388601,
D,0.3,2,1,Rx0Tx1,0.641425,0.362694,
D,0.3,2,1,Rx1Tx0,0.149994,0.398964,
D,0.3,2,1,Rx1Tx1,0.474617,0.378238,
D,0.3,2,1,Rx2Tx0,1.4427e-11,0.373057,
D,0.3,2,1,Rx2Tx1,0.641425,0.378238,
D,0.3,2,1,Rx3Tx0,0.31035,0.414508,
D,0.3,2,1,Rx3Tx1,0.149994,0.362694,
D,0.3,2,1,Rx4Tx0,0.31035,0.435233,
D,0.3,2,1,Rx4Tx1,0.474617,0.409326,
D,0.3,3,0.1,Rx0Tx0,1.4427e-11,0.00894085,
D,0.3,3,0.1,Rx0Tx1,1.4427e-11,0.00894085,
D,0.3,3,0.1,Rx1Tx0,1.4427e-11,0.00894085,
D,0.3,3,0.1,Rx1Tx1,1.4427e-11,0.00894085,
D,0.3,3,0.1,Rx2Tx0,1.4427e-11,0.00894085,
D,0.3,3,0.1,Rx2Tx1,1.4427e-11,0.00894085,
D,0.3,3,0.1,Rx3Tx0,1.4427e-11,0.00894085,
D,0.3,3,0.1,Rx3Tx1,1.4427e-11,0.00894085,
D,0.3,3,0.1,Rx4Tx0,1.4427e-11,0.00894085,
D,0.3,3,0.1,Rx4Tx1,1.4427e-11,0.00894085,
D,0.3,3,0.2,Rx0Tx0,1.4427e-11,0.0699052,
D,0.3,3,0.2,Rx0Tx1,1.4427e-11,0.0663507,
D,0.3,3,0.2,Rx1Tx0,1.4427e-11,0.0699052,
D,0.3,3,0.2,Rx1Tx1,1.4427e-11,0.0663507,
D,0.3,3,0.2,Rx2Tx0,0.0317774,0.07109,
D,0.3,3,0.2,Rx2Tx1,1.4427e-11,0.0651659,
D,0.3,3,0.2,Rx3Tx0,0.0317774,0.07109,
D,0.3,3,0.2,Rx3Tx1,0.0317774,0.0675355,
D,0.3,3,0.2,Rx4Tx0,1.4427e-11,0.0699052,
D,0.3,3,0.2,Rx4Tx1,1.4427e-11,0.0663507,
D,0.3,3,0.3,Rx0Tx0,0.0950404,0.196309,
D,0.3,3,0.3,Rx0Tx1,0.0458423,0.189597,
D,0.3,3,0.3,Rx1Tx0,0.196792,0.197987,
D,0.3,3,0.3,Rx1Tx1,0.145505,0.192953,
D,0.3,3,0.3,Rx2Tx0,1.4427e-11,0.191275,
D,0.3,3,0.3,Rx2Tx1,0.0458423,0.191275,
D,0.3,3,0.3,Rx3Tx0,0.0950404,0.196309,
D,0.3,3,0.3,Rx3Tx1,0.0950404,0.191275,
D,0.3,3,0.3,Rx4Tx0,0.0458423,0.192953,
D,0.3,3,0.3,Rx4Tx1,0.0458423,0.189597,
D,0.3,3,0.4,Rx0Tx0,0.193163,0.345055,
D,0.3,3,0.4,Rx0Tx1,0.0609044,0.305495,
D,0.3,3,0.4,Rx1Tx0,0.193163,0.334066,
D,0.3,3,0.4,Rx1Tx1,0.399514,0.316484,
D,0.3,3,0.4,Rx2Tx0,0.2612,0.334066,
D,0.3,3,0.4,Rx2Tx1,0.469521,0.323077,
D,0.3,3,0.4,Rx3Tx0,0.2612,0.336264,
D,0.3,3,0.4,Rx3Tx1,0.610841,0.325275,
D,0.3,3,0.4,Rx4Tx0,0.2612,0.342857,
D,0.3,3,0.4,Rx4Tx1,0.193163,0.305495,
D,0.3,3,0.5,Rx0Tx0,0.581383,0.455526,
D,0.3,3,0.5,Rx0Tx1,0.668592,0.447439,
D,0.3,3,0.5,Rx1Tx0,0.581383,0.471698,
D,0.3,3,0.5,Rx1Tx1,0.323514,0.442049,
D,0.3,3,0.5,Rx2Tx0,0.494731,0.474394,
D,0.3,3,0.5,Rx2Tx1,0.323514,0.444744,
D,0.3,3,0.5,Rx3Tx0,0.408731,0.471698,
D,0.3,3,0.5,Rx3Tx1,0.239279,0.444744,
D,0.3,3,0.5,Rx4Tx0,0.844417,0.487871,
D,0.3,3,0.5,Rx4Tx1,0.408731,0.439353,
D,0.3,3,0.6,Rx0Tx0,0.6946,0.530351,
D,0.3,3,0.6,Rx0Tx1,0.798752,0.555911,
D,0.3,3,0.6,Rx1Tx0,0.798752,0.527157,
D,0.3,3,0.6,Rx1Tx1,0.6946,0.539936,
D,0.3,3,0.6,Rx2Tx0,0.386597,0.488818,
D,0.3,3,0.6,Rx2Tx1,0.488388,0.517572,
D,0.3,3,0.6,Rx3Tx0,0.6946,0.507987,
D,0.3,3,0.6,Rx3Tx1,0.903483,0.539936,
D,0.3,3,0.6,Rx4Tx0,0.28597,0.492013,
D,0.3,3,0.6,Rx4Tx1,0.6946,0.533546,
D,0.3,3,0.7,Rx0Tx0,0.44958,0.538745,
D,0.3,3,0.7,Rx0Tx1,1.05041,0.542435,
D,0.3,3,0.7,Rx1Tx0,0.44958,0.531365,
D,0.3,3,0.7,Rx1Tx1,0.567915,0.509225,
D,0.3,3,0.7,Rx2Tx0,0.332591,0.487085,
D,0.3,3,0.7,Rx2Tx1,0.80762,0.487085,
D,0.3,3,0.7,Rx3Tx0,0.332591,0.505535,
D,0.3,3,0.7,Rx3Tx1,0.928681,0.509225,
D,0.3,3,0.7,Rx4Tx0,0.44958,0.512915,
D,0.3,3,0.7,Rx4Tx1,1.05041,0.520295,
D,0.3,3,0.8,Rx0Tx0,0.787345,0.487395,
D,0.3,3,0.8,Rx0Tx1,0.515065,0.483193,
D,0.3,3,0.8,Rx1Tx0,0.650595,0.504202,
D,0.3,3,0.8,Rx1Tx1,1.06374,0.55042,
D,0.3,3,0.8,Rx2Tx0,0.92511,0.508403,
D,0.3,3,0.8,Rx2Tx1,0.650595,0.516807,
D,0.3,3,0.8,Rx3Tx0,0.787345,0.478992,
D,0.3,3,0.8,Rx3Tx1,0.249129,0.462185,
D,0.3,3,0.8,Rx4Tx0,0.92511,0.521008,
D,0.3,3,0.8,Rx4Tx1,0.787345,0.529412,
D,0.3,3,0.9,Rx0Tx0,0.279873,0.464789,
D,0.3,3,0.9,Rx0Tx1,0.428049,0.455399,
D,0.3,3,0.9,Rx1Tx0,0.578526,0.460094,
D,0.3,3,0.9,Rx1Tx1,0.428049,0.43662,
D,0.3,3,0.9,Rx2Tx0,0.730714,0.41784,
D,0.3,3,0.9,Rx2Tx1,0.884267,0.42723,
D,0.3,3,0.9,Rx3Tx0,0.730714,0.474178,
D,0.3,3,0.9,Rx3Tx1,0.578526,0.455399,
D,0.3,3,0.9,Rx4Tx0,0.884267,0.460094,
D,0.3,3,0.9,Rx4Tx1,0.428049,0.422535,
D,0.3,3,1,Rx0Tx0,0.312044,0.46875,
D,0.3,3,1,Rx0Tx1,0.477206,0.463542,
D,0.3,3,1,Rx1Tx0,0.312044,0.401042,
D,0.3,3,1,Rx1Tx1,0.814536,0.421875,
D,0.3,3,1,Rx2Tx0,0.312044,0.432292,
D,0.3,3,1,Rx2Tx1,0.985663,0.46875,
D,0.3,3,1,Rx3Tx0,0.150814,0.385417,
D,0.3,3,1,Rx3Tx1,0.644922,0.40625,
D,0.3,3,1,Rx4Tx0,1.4427e-11,0.442708,
D,0.3,3,1,Rx4Tx1,0.644922,0.46875,
D,0.3,4,0.1,Rx0Tx0,1.4427e-11,0.00947867,
D,0.3,4,0.1,Rx0Tx1,1.4427e-11,0.00541638,
D,0.3,4,0.1,Rx1Tx0,1.4427e-11,0.00947867,
D,0.3,4,0.1,Rx1Tx1,1.4427e-11,0.00541638,
D,0.3,4,0.1,Rx2Tx0,1.4427e-11,0.00947867,
D,0.3,4,0.1,Rx2Tx1,1.4427e-11,0.00541638,
D,0.3,4,0.1,Rx3Tx0,1.4427e-11,0.00947867,
D,0.3,4,0.1,Rx3Tx1,1.4427e-11,0.00541638,
D,0.3,4,0.1,Rx4Tx0,1.4427e-11,0.00947867,
D,0.3,4,0.1,Rx4Tx1,1.4427e-11,0.00541638,
D,0.3,4,0.2,Rx0Tx0,1.4427e-11,0.0573477,
D,0.3,4,0.2,Rx0Tx1,1.4427e-11,0.0573477,
D,0.3,4,0.2,Rx1Tx0,1.4427e-11,0.0573477,
D,0.3,4,0.2,Rx1Tx1,1.4427e-11,0.0573477,
D,0.3,4,0.2,Rx2Tx0,1.4427e-11,0.0573477,
D,0.3,4,0.2,Rx2Tx1,1.4427e-11,0.0573477,
D,0.3,4,0.2,Rx3Tx0,1.4427e-11,0.0573477,
D,0.3,4,0.2,Rx3Tx1,1.4427e-11,0.0573477,
D,0.3,4,0.2,Rx4Tx0,0.0320575,0.0585424,
D,0.3,4,0.2,Rx4Tx1,1.4427e-11,0.0573477,
D,0.3,4,0.3,Rx0Tx0,0.146537,0.197635,
D,0.3,4,0.3,Rx0Tx1,0.198188,0.221284,
D,0.3,4,0.3,Rx1Tx0,0.0461685,0.195946,
D,0.3,4,0.3,Rx1Tx1,1.4427e-11,0.209459,
D,0.3,4,0.3,Rx2Tx0,0.0957154,0.197635,
D,0.3,4,0.3,Rx2Tx1,0.0461685,0.214527,
D,0.3,4,0.3,Rx3Tx0,0.0957154,0.195946,
D,0.3,4,0.3,Rx3Tx1,1.4427e-11,0.212838,
D,0.3,4,0.3,Rx4Tx0,0.0461685,0.194257,
D,0.3,4,0.3,Rx4Tx1,0.146537,0.219595,
D,0.3,4,0.4,Rx0Tx0,0.192277,0.306346,
D,0.3,4,0.4,Rx0Tx1,0.192277,0.347921,
D,0.3,4,0.4,Rx1Tx0,0.060624,0.308534,
D,0.3,4,0.4,Rx1Tx1,0.060624,0.350109,
D,0.3,4,0.4,Rx2Tx0,0.260001,0.31291,
D,0.3,4,0.4,Rx2Tx1,1.4427e-11,0.341357,
D,0.3,4,0.4,Rx3Tx0,0.125624,0.308534,
D,0.3,4,0.4,Rx3Tx1,0.192277,0.352298,
D,0.3,4,0.4,Rx4Tx0,0.260001,0.310722,
D,0.3,4,0.4,Rx4Tx1,0.260001,0.352298,
D,0.3,4,0.5,Rx0Tx0,0.411052,0.468835,
D,0.3,4,0.5,Rx0Tx1,0.760577,0.468835,
D,0.3,4,0.5,Rx1Tx0,0.411052,0.468835,
D,0.3,4,0.5,Rx1Tx1,0.49754,0.457995,
D,0.3,4,0.5,Rx2Tx0,0.672384,0.482385,
D,0.3,4,0.5,Rx2Tx1,0.760577,0.466125,
D,0.3,4,0.5,Rx3Tx0,0.672384,0.455285,
D,0.3,4,0.5,Rx3Tx1,0.584682,0.428184,
D,0.3,4,0.5,Rx4Tx0,0.584682,0.463415,
D,0.3,4,0.5,Rx4Tx1,0.49754,0.439024,
D,0.3,4,0.6,Rx0Tx0,0.699275,0.543408,
D,0.3,4,0.6,Rx0Tx1,0.491678,0.540193,
D,0.3,4,0.6,Rx1Tx0,0.389202,0.517685,
D,0.3,4,0.6,Rx1Tx1,0.804127,0.546624,
D,0.3,4,0.6,Rx2Tx0,0.699275,0.530547,
D,0.3,4,0.6,Rx2Tx1,0.491678,0.511254,
D,0.3,4,0.6,Rx3Tx0,1.4427e-11,0.498392,
D,0.3,4,0.6,Rx3Tx1,0.804127,0.55627,
D,0.3,4,0.6,Rx4Tx0,0.389202,0.527331,
D,0.3,4,0.6,Rx4Tx1,0.389202,0.530547,
D,0.3,4,0.7,Rx0Tx0,0.69267,0.535316,
D,0.3,4,0.7,Rx0Tx1,0.572336,0.520446,
D,0.3,4,0.7,Rx1Tx0,0.453082,0.542751,
D,0.3,4,0.7,Rx1Tx1,0.453082,0.542751,
D,0.3,4,0.7,Rx2Tx0,0.572336,0.490706,
D,0.3,4,0.7,Rx2Tx1,0.572336,0.479554,
D,0.3,4,0.7,Rx3Tx0,0.453082,0.516729,
D,0.3,4,0.7,Rx3Tx1,0.335183,0.505576,
D,0.3,4,0.7,Rx4Tx0,0.453082,0.535316,
D,0.3,4,0.7,Rx4Tx1,1.05858,0.561338,
D,0.3,4,0.8,Rx0Tx0,0.650595,0.462185,
D,0.3,4,0.8,Rx0Tx1,0.381067,0.445378,
D,0.3,4,0.8,Rx1Tx0,0.650595,0.462185,
D,0.3,4,0.8,Rx1Tx1,0.249129,0.432773,
D,0.3,4,0.8,Rx2Tx0,0.515065,0.478992,
D,0.3,4,0.8,Rx2Tx1,0.381067,0.457983,
D,0.3,4,0.8,Rx3Tx0,0.650595,0.453782,
D,0.3,4,0.8,Rx3Tx1,0.120363,0.411765,
D,0.3,4,0.8,Rx4Tx0,0.92511,0.478992,
D,0.3,4,0.8,Rx4Tx1,0.381067,0.441176,
D,0.3,4,0.9,Rx0Tx0,0.879945,0.434579,
D,0.3,4,0.9,Rx0Tx1,0.879945,0.462617,
D,0.3,4,0.9,Rx1Tx0,1.18878,0.439252,
D,0.3,4,0.9,Rx1Tx1,0.575696,0.429907,
D,0.3,4,0.9,Rx2Tx0,1.03388,0.457944,
D,0.3,4,0.9,Rx2Tx1,0.425954,0.457944,
D,0.3,4,0.9,Rx3Tx0,0.879945,0.504673,
D,0.3,4,0.9,Rx3Tx1,0.575696,0.514019,
D,0.3,4,0.9,Rx4Tx0,1.34452,0.448598,
D,0.3,4,0.9,Rx4Tx1,0.278502,0.411215,
D,0.3,4,1,Rx0Tx0,0.150814,0.354167,
D,0.3,4,1,Rx0Tx1,0.477206,0.375,
D,0.3,4,1,Rx1Tx0,1.4427e-11,0.375,
D,0.3,4,1,Rx1Tx1,0.477206,0.40625,
D,0.3,4,1,Rx2Tx0,1.4427e-11,0.369792,
D,0.3,4,1,Rx2Tx1,0.150814,0.390625,
D,0.3,4,1,Rx3Tx0,0.150814,0.385417,
D,0.3,4,1,Rx3Tx1,0.644922,0.416667,
D,0.3,4,1,Rx4Tx0,0.312044,0.390625,
D,0.3,4,1,Rx4Tx1,0.477206,0.395833,
D,0.3,5,0.1,Rx0Tx0,1.4427e-11,0.00540541,
D,0.3,5,0.1,Rx0Tx1,1.4427e-11,0.0114865,
D,0.3,5,0.1,Rx1Tx0,1.4427e-11,0.00540541,
D,0.3,5,0.1,Rx1Tx1,1.4427e-11,0.0114865,
D,0.3,5,0.1,Rx2Tx0,1.4427e-11,0.00540541,
D,0.3,5,0.1,Rx2Tx1,1.4427e-11,0.0114865,
D,0.3,5,0.1,Rx3Tx0,1.4427e-11,0.00540541,
D,0.3,5,0.1,Rx3Tx1,1.4427e-11,0.0114865,
D,0.3,5,0.1,Rx4Tx0,1.4427e-11,0.00540541,
D,0.3,5,0.1,Rx4Tx1,1.4427e-11,0.0114865,
D,0.3,5,0.2,Rx0Tx0,0.136418,0.0615385,
D,0.3,5,0.2,Rx0Tx1,0.0317378,0.0662722,
D,0.3,5,0.2,Rx1Tx0,0.0317378,0.0579882,
D,0.3,5,0.2,Rx1Tx1,1.4427e-11,0.0650888,
D,0.3,5,0.2,Rx2Tx0,1.4427e-11,0.0568047,
D,0.3,5,0.2,Rx2Tx1,1.4427e-11,0.0662722,
D,0.3,5,0.2,Rx3Tx0,0.10084,0.060355,
D,0.3,5,0.2,Rx3Tx1,0.0317378,0.0662722,
D,0.3,5,0.2,Rx4Tx0,0.0317378,0.0579882,
D,0.3,5,0.2,Rx4Tx1,1.4427e-11,0.0650888,
D,0.3,5,0.3,Rx0Tx0,0.0461685,0.197635,
D,0.3,5,0.3,Rx0Tx1,1.4427e-11,0.195946,
D,0.3,5,0.3,Rx1Tx0,0.0957154,0.199324,
D,0.3,5,0.3,Rx1Tx1,0.0461685,0.195946,
D,0.3,5,0.3,Rx2Tx0,0.0461685,0.199324,
D,0.3,5,0.3,Rx2Tx1,1.4427e-11,0.199324,
D,0.3,5,0.3,Rx3Tx0,1.4427e-11,0.197635,
D,0.3,5,0.3,Rx3Tx1,0.0461685,0.199324,
D,0.3,5,0.3,Rx4Tx0,0.0461685,0.197635,
D,0.3,5,0.3,Rx4Tx1,0.0461685,0.199324,
D,0.3,5,0.4,Rx0Tx0,0.401362,0.348786,
D,0.3,5,0.4,Rx0Tx1,0.194058,0.346578,
D,0.3,5,0.4,Rx1Tx0,0.401362,0.346578,
D,0.3,5,0.4,Rx1Tx1,0.194058,0.346578,
D,0.3,5,0.4,Rx2Tx0,0.194058,0.333333,
D,0.3,5,0.4,Rx2Tx1,0.262409,0.353201,
D,0.3,5,0.4,Rx3Tx0,0.262409,0.335541,
D,0.3,5,0.4,Rx3Tx1,0.12679,0.339956,
D,0.3,5,0.4,Rx4Tx0,0.12679,0.328918,
D,0.3,5,0.4,Rx4Tx1,0.194058,0.348786,
D,0.3,5,0.5,Rx0Tx0,0.932935,0.469003,
D,0.3,5,0.5,Rx0Tx1,0.494731,0.436658,
D,0.3,5,0.5,Rx1Tx0,0.408731,0.455526,
D,0.3,5,0.5,Rx1Tx1,0.323514,0.444744,
D,0.3,5,0.5,Rx2Tx0,0.581383,0.463612,
D,0.3,5,0.5,Rx2Tx1,0.494731,0.455526,
D,0.3,5,0.5,Rx3Tx0,0.408731,0.455526,
D,0.3,5,0.5,Rx3Tx1,0.408731,0.450135,
D,0.3,5,0.5,Rx4Tx0,0.668592,0.455526,
D,0.3,5,0.5,Rx4Tx1,0.494731,0.433962,
D,0.3,5,0.6,Rx0Tx0,0.385307,0.496815,
D,0.3,5,0.6,Rx0Tx1,0.796091,0.541401,
D,0.3,5,0.6,Rx1Tx0,0.48676,0.506369,
D,0.3,5,0.6,Rx1Tx1,0.385307,0.522293,
D,0.3,5,0.6,Rx2Tx0,0.385307,0.496815,
D,0.3,5,0.6,Rx2Tx1,0.692285,0.528662,
D,0.3,5,0.6,Rx3Tx0,0.796091,0.496815,
D,0.3,5,0.6,Rx3Tx1,0.589138,0.503185,
D,0.3,5,0.6,Rx4Tx0,0.385307,0.5,
D,0.3,5,0.6,Rx4Tx1,0.285015,0.506369,
D,0.3,5,0.7,Rx0Tx0,0.813902,0.546468,
D,0.3,5,0.7,Rx0Tx1,0.935903,0.509294,
D,0.3,5,0.7,Rx1Tx0,0.453082,0.501859,
D,0.3,5,0.7,Rx1Tx1,0.572336,0.479554,
D,0.3,5,0.7,Rx2Tx0,0.935903,0.542751,
D,0.3,5,0.7,Rx2Tx1,0.69267,0.486989,
D,0.3,5,0.7,Rx3Tx0,0.813902,0.516729,
D,0.3,5,0.7,Rx3Tx1,0.935903,0.479554,
D,0.3,5,0.7,Rx4Tx0,0.453082,0.486989,
D,0.3,5,0.7,Rx4Tx1,1.18185,0.490706,
D,0.3,5,0.8,Rx0Tx0,1.19788,0.476987,
D,0.3,5,0.8,Rx0Tx1,1.05909,0.481172,
D,0.3,5,0.8,Rx1Tx0,1.33733,0.556485,
D,0.3,5,0.8,Rx1Tx1,0.512809,0.518828,
D,0.3,5,0.8,Rx2Tx0,0.647746,0.48954,
D,0.3,5,0.8,Rx2Tx1,0.512809,0.485356,
D,0.3,5,0.8,Rx3Tx0,0.921062,0.497908,
D,0.3,5,0.8,Rx3Tx1,0.647746,0.48954,
D,0.3,5,0.8,Rx4Tx0,0.647746,0.456067,
D,0.3,5,0.8,Rx4Tx1,0.379397,0.447699,
D,0.3,5,0.9,Rx0Tx0,0.730714,0.42723,
D,0.3,5,0.9,Rx0Tx1,0.279873,0.42723,
D,0.3,5,0.9,Rx1Tx0,1.03895,0.464789,
D,0.3,5,0.9,Rx1Tx1,0.730714,0.464789,
D,0.3,5,0.9,Rx2Tx0,1.19461,0.431925,
D,0.3,5,0.9,Rx2Tx1,0.730714,0.422535,
D,0.3,5,0.9,Rx3Tx0,1.19461,0.450704,
D,0.3,5,0.9,Rx3Tx1,0.578526,0.431925,
D,0.3,5,0.9,Rx4Tx0,0.578526,0.413146,
D,0.3,5,0.9,Rx4Tx1,0.730714,0.446009,
D,0.3,5,1,Rx0Tx0,0.479823,0.324607,
D,0.3,5,1,Rx0Tx1,0.648456,0.34555,
D,0.3,5,1,Rx1Tx0,1.4427e-11,0.319372,
D,0.3,5,1,Rx1Tx1,0.313757,0.340314,
D,0.3,5,1,Rx2Tx0,0.151643,0.356021,
D,0.3,5,1,Rx2Tx1,0.648456,0.39267,
D,0.3,5,1,Rx3Tx0,0.151643,0.350785,
D,0.3,5,1,Rx3Tx1,0.648456,0.387435,
D,0.3,5,1,Rx4Tx0,0.151643,0.387435,
D,0.3,5,1,Rx4Tx1,0.313757,0.397906,
D,0.3,6,0.1,Rx0Tx0,1.4427e-11,0.00899032,
D,0.3,6,0.1,Rx0Tx1,1.4427e-11,0.00760719,
D,0.3,6,0.1,Rx1Tx0,1.4427e-11,0.00899032,
D,0.3,6,0.1,Rx1Tx1,1.4427e-11,0.00760719,
D,0.3,6,0.1,Rx2Tx0,1.4427e-11,0.00899032,
D,0.3,6,0.1,Rx2Tx1,1.4427e-11,0.00760719,
D,0.3,6,0.1,Rx3Tx0,1.4427e-11,0.00899032,
D,0.3,6,0.1,Rx3Tx1,1.4427e-11,0.00760719,
D,0.3,6,0.1,Rx4Tx0,1.4427e-11,0.00899032,
D,0.3,6,0.1,Rx4Tx1,1.4427e-11,0.00760719,
D,0.3,6,0.2,Rx0Tx0,0.0320575,0.0704898,
D,0.3,6,0.2,Rx0Tx1,0.0320575,0.0716846,
D,0.3,6,0.2,Rx1Tx0,1.4427e-11,0.0692951,
D,0.3,6,0.2,Rx1Tx1,1.4427e-11,0.0704898,
D,0.3,6,0.2,Rx2Tx0,1.4427e-11,0.0681004,
D,0.3,6,0.2,Rx2Tx1,1.4427e-11,0.0704898,
D,0.3,6,0.2,Rx3Tx0,1.4427e-11,0.0692951,
D,0.3,6,0.2,Rx3Tx1,1.4427e-11,0.0704898,
D,0.3,6,0.2,Rx4Tx0,0.0320575,0.0704898,
D,0.3,6,0.2,Rx4Tx1,0.0320575,0.0716846,
D,0.3,6,0.3,Rx0Tx0,0.147059,0.184746,
D,0.3,6,0.3,Rx0Tx1,0.147059,0.210169,
D,0.3,6,0.3,Rx1Tx0,0.198892,0.186441,
D,0.3,6,0.3,Rx1Tx1,0.0960564,0.20678,
D,0.3,6,0.3,Rx2Tx0,0.0960564,0.181356,
D,0.3,6,0.3,Rx2Tx1,0.147059,0.210169,
D,0.3,6,0.3,Rx3Tx0,0.198892,0.183051,
D,0.3,6,0.3,Rx3Tx1,0.0960564,0.20339,
D,0.3,6,0.3,Rx4Tx0,0.0960564,0.181356,
D,0.3,6,0.3,Rx4Tx1,0.0960564,0.20678,
D,0.3,6,0.4,Rx0Tx0,0.261803,0.34141,
D,0.3,6,0.4,Rx0Tx1,0.19361,0.356828,
D,0.3,6,0.4,Rx1Tx0,0.126496,0.339207,
D,0.3,6,0.4,Rx1Tx1,0.261803,0.361233,
D,0.3,6,0.4,Rx2Tx0,0.126496,0.34141,
D,0.3,6,0.4,Rx2Tx1,0.126496,0.354626,
D,0.3,6,0.4,Rx3Tx0,0.19361,0.343612,
D,0.3,6,0.4,Rx3Tx1,0.330799,0.361233,
D,0.3,6,0.4,Rx4Tx0,0.19361,0.343612,
